stmt_id,ckt_id
87516,248393
119578,52492
127890,322875
128397,256630
25147,133149
154039,167570
30854,1461
189679,252639
226947,4077
65088,170498
69693,257568
174455,325198
192605,168430
113761,96138
221862,154068
40187,23864
109176,100209
88600,45156
9222,304042
227149,241017
105794,41950
182080,293765
158611,290600
62856,126656
132804,311632
227272,198430
100451,91759
63542,198935
117932,236788
122843,165765
48514,158290
165959,73781
14200,81618
120624,321584
200699,324822
101296,26906
12937,112587
127042,210301
178292,68272
193911,82403
239147,207218
187591,237846
116202,53556
209259,23532
141819,165965
192860,195686
173722,172585
178344,206266
50467,203243
182804,174175
118930,159647
16844,2040
20032,129415
76237,122469
124649,172900
6220,191995
21312,123742
180389,23927
130301,62846
108273,92777
205842,25430
180120,274473
220386,99018
30164,184829
152861,250845
226363,33212
82966,163728
107428,32718
38871,188596
173712,74990
79158,124924
75058,122907
120058,82218
234195,68204
10171,309225
191832,243526
83372,192942
51215,228729
92166,47936
145578,74255
174976,177891
1394,146881
37894,149538
8349,61651
229697,104316
104941,279248
214803,250483
137492,112080
107261,5472
48426,4343
159238,91363
196789,1299
118369,261493
28810,127450
129881,177442
175673,236472
85508,306847
48915,243801
117707,79467
53572,81736
65676,94584
131185,111132
229969,118344
188368,284608
38276,192598
70426,243977
28545,43713
80311,217520
74668,138533
188338,256598
63506,85669
136816,40858
215506,128496
192937,310253
226687,244220
140218,26457
131059,67119
162043,97703
85907,107801
95180,239586
226574,54507
54602,17773
75178,85934
142309,60667
2843,198048
237010,1365
71783,21190
132538,130252
85874,75800
82447,136904
176597,226592
46752,186308
238866,127680
119807,264569
31364,216574
209269,65765
175335,27190
74433,215847
135044,294317
2863,102799
233930,233035
13114,54816
142659,60106
102412,175527
7612,314661
42408,293499
30347,293214
44104,174890
130925,156557
121000,261491
84098,222179
137214,191598
192959,178174
161036,169141
91735,6902
233753,228367
234874,126347
66985,245549
118171,104244
206200,116268
39507,253259
211444,192678
73445,153539
224701,165405
47343,263848
145782,246746
9225,212913
78397,64303
169541,277851
99585,303955
175240,188890
11983,152949
116068,96520
102190,75490
100567,189712
91630,197869
46146,103134
69112,234761
163756,299229
81994,160777
80429,188666
54790,74518
138641,324379
60083,281642
20163,99103
210546,52132
66690,237672
235307,143729
60437,128547
152069,37419
177039,145348
96157,53908
214395,146971
166457,265989
234391,145059
169481,243666
178064,252868
219118,283271
239464,246086
179410,76412
97613,119067
73225,227274
189676,94623
75754,154552
10386,7275
38661,180090
29600,206952
69043,196841
186623,291315
63163,261295
223560,35382
31394,80086
70003,88442
207424,92788
219032,316752
198545,175025
35124,6541
67832,58293
135625,39987
223738,251485
172857,29866
97553,257511
6713,171377
63677,129869
20737,117248
117845,39063
231602,309082
169159,252715
25899,83172
39378,187844
203717,211944
47842,326408
194855,287470
146947,315734
118755,204971
51064,139537
41176,265412
138600,13924
51479,252698
106811,58107
227199,58000
9684,122632
168730,149492
61939,86859
12639,240314
191956,211227
186101,302535
174860,170751
86773,147047
92884,244681
19718,228758
6498,83496
81170,64813
98734,118261
1428,149461
212746,327114
33967,25904
200620,137286
182614,316736
41334,16080
130372,65966
102868,174949
155234,223997
129467,163773
31911,28227
147401,21030
235373,110799
218106,110784
72166,284657
184823,110753
86999,284750
201220,145772
197495,12232
159531,15954
58460,84802
108736,88810
238167,96396
176983,39506
105203,133411
85121,228741
205675,205037
229726,242195
54383,196417
229892,45603
8630,222293
211112,308367
1144,68631
21628,251195
193884,252499
51722,264139
144204,239326
216472,244705
190635,268614
26658,142298
210234,48336
119536,184707
229562,20112
128803,13059
92237,188854
87481,322904
185786,166013
235824,55147
26645,19581
32368,98190
102887,233451
163807,66253
203378,159155
135158,99388
190000,229922
2187,295627
191571,54140
151001,277014
21699,243102
40691,202860
12940,119359
112573,142672
195467,265397
228573,247525
96618,187041
80163,254441
61967,179165
69045,8877
103433,210491
206794,63138
103166,46479
151026,13618
76384,285321
214487,12737
166721,63690
115082,33518
174394,292901
103870,65004
145094,125182
26826,26828
46354,173972
215100,9456
28143,139599
1329,280027
179358,506
116464,265247
127857,322282
37165,246159
129966,60558
184156,212755
28472,124308
75276,267624
178889,136471
118993,159641
118381,198344
55606,197382
34408,311120
139197,160558
51828,88093
5303,216860
238671,148017
26887,227643
69387,139788
108117,301844
17430,36853
70121,227802
92942,182555
178956,318082
191175,267366
106879,7027
32811,164513
16036,247760
3227,254124
179332,27975
113515,54920
226692,31212
116210,182215
210388,53442
63344,205176
232939,149819
143402,236704
28213,221773
46990,171669
47240,138229
144680,309714
76365,223686
48771,25417
180310,262825
87527,185106
136298,23106
179336,291619
153430,257487
49133,294755
77271,58299
63901,288697
131819,152136
106354,301346
15312,15921
129298,2679
29736,285239
209171,163679
32878,216119
55187,185627
82617,270487
119150,307584
42246,293064
34746,17390
222626,302294
6653,77179
172910,315333
8505,322981
147330,69899
164538,260673
66375,236089
144670,178871
88168,8146
210184,325353
121257,232525
88470,288466
54458,8485
140667,234559
87001,308156
93557,172695
237079,34050
49889,11512
29821,184124
39571,196829
123540,317310
232640,260794
67911,151490
82937,176662
15228,139412
46812,268578
114617,293548
96362,188873
22896,188306
72587,248417
186334,119623
170354,252981
60303,219649
103643,89632
152659,16443
119784,24505
79631,326718
123598,86719
104736,167595
199846,55562
93213,207887
138054,172385
23150,47171
171136,52882
238121,108263
212375,73716
157895,40789
148393,102235
213549,160829
204617,125227
46892,200104
112099,103763
166808,115365
64889,125745
174858,324883
63404,96288
94310,165310
59029,123817
188746,210283
109799,38822
74786,69638
19502,152739
216054,81515
104148,3720
53694,68126
83068,192994
106047,17714
100977,188909
79156,251980
141282,143524
196891,306474
44794,86686
126165,260676
195723,83380
209000,173784
134879,101778
78982,152753
98338,154767
44320,218649
161762,15019
236119,125428
128180,64117
25236,184684
51020,234803
150465,241866
59860,34612
2623,57264
157994,47770
190777,62976
189146,79771
225620,187629
207538,163513
111388,99204
10666,31773
227404,48047
191609,169955
35429,274076
34557,18521
13645,316122
81879,51182
11153,155816
99839,248299
61423,26331
99238,270765
33640,219977
24087,178248
109010,66820
43025,291723
34256,115216
113100,107665
164410,297557
34683,124168
235624,35469
165211,264442
231536,297404
97866,113131
89069,224587
37195,125345
37525,15237
213291,27462
44907,108736
177530,262222
222119,119813
54126,269491
174184,293750
224765,181561
182366,122166
83511,317346
162709,271511
48974,117835
190197,163493
75706,309450
112743,75387
110907,172057
11971,217139
76138,248007
214313,20670
205763,83449
33177,325572
98223,152357
223154,131486
128308,162781
205947,250917
235503,85500
134699,107499
59539,294090
38819,109894
35239,272732
15724,161358
135488,246949
52431,167710
46908,239322
211013,24600
214581,158472
147328,270345
124259,98219
69733,4053
41321,123903
208946,172587
46232,220187
110883,236052
192887,132098
158065,86438
101175,247990
155911,150387
158134,219749
230626,145368
62070,168092
214966,322156
100270,311535
212047,113254
82566,136280
61847,147282
187342,57479
77751,26905
31444,44110
32716,45898
134175,265597
235880,112161
161550,79136
101027,322317
97173,39938
100505,70483
36478,58533
217186,297748
186707,29963
1488,28892
236745,14501
143213,51735
171167,218099
175061,311231
44532,243188
207427,177857
13779,207071
96768,222426
25204,83076
85325,251311
120141,327665
180096,327681
227095,325117
11300,90358
201589,99436
188530,264215
77927,239601
96786,81844
162114,280068
33154,54741
118443,29207
161592,177770
171176,126299
210589,19138
209770,177233
121098,71772
42682,45866
234438,52253
197127,318014
202788,182537
144380,21230
194306,64810
110882,145955
162686,14132
63413,143432
166676,60868
112740,128691
47215,188877
56116,302600
16612,67862
6281,227996
77247,188971
90657,62597
120482,298484
223413,203639
46632,38033
75184,50053
91490,114575
17724,233281
33938,275396
152986,249215
31244,21382
113816,286319
52488,226992
227323,146729
209301,49831
1100,43920
231389,82793
112989,98286
24639,29396
63520,153802
151274,275775
173653,113227
225677,215780
226549,307298
48701,30629
93626,280906
138731,164669
46350,269834
197986,294056
95745,89082
236629,279596
140941,203049
5721,113094
211421,172773
159223,261045
103880,135850
26314,167860
112622,78897
79257,106380
163700,150576
195557,225590
233814,50199
188714,65529
25331,243524
106109,120227
130279,107196
206154,978
172892,85087
140617,137077
99660,213169
79671,269983
136852,206529
222767,264705
196145,215382
229975,218415
37474,36365
154008,206427
42576,23868
70757,307655
30761,304852
230781,128008
18677,123106
158142,54979
7385,238594
128277,321115
62386,46471
228707,59866
229476,203754
151616,81523
55621,237040
124466,273133
30615,194015
22422,122574
155882,289246
135675,46429
30078,5625
124329,122342
212282,177296
36626,321239
96345,245209
149383,177327
230285,29057
153495,59982
235362,238461
130440,237638
22780,126219
3774,177877
172832,192429
10766,290348
118661,237772
7332,125909
3673,103262
56888,125731
160007,103493
159933,238049
165428,245982
59650,125077
179238,10276
41897,291674
26814,238321
179420,237370
137566,104178
30954,191611
40285,82126
76469,54793
83299,60157
132043,36092
113127,305441
218044,237236
75016,321049
41212,247012
147160,307471
83028,320141
236059,192178
70114,321241
196416,293910
112662,81380
173278,110707
11870,110543
121750,296854
205310,58534
105642,110256
96097,156973
56006,116391
161723,196687
238649,109720
230215,22629
184558,109613
13791,56443
192191,296086
187982,201326
199552,117648
167999,201576
107225,115829
69942,297827
141383,299543
97095,113919
226960,113947
176961,257246
124490,220434
224665,199558
145774,200313
144140,114398
187536,114532
120630,199710
6983,241099
93403,298014
131447,111876
93696,111863
159637,241406
234066,177240
210871,295672
97828,118847
155982,219838
9907,219762
160793,294170
86269,6704
192429,194821
13391,271305
8356,120945
116584,33441
100826,206572
221992,303761
43800,203174
62265,271531
119051,245207
177911,2041
7789,194746
117423,118711
179377,202918
123291,294463
89411,201943
80101,244196
151084,256735
117539,195689
22655,202181
216185,66565
4698,107206
10283,108125
222318,156014
114092,176941
28217,294879
105923,59122
59672,294814
161841,239621
54493,80774
55172,53638
183325,288219
11360,10639
168783,212484
54067,92152
7895,216766
234705,29811
136579,50096
151883,3873
94941,12635
83123,180264
93581,141802
143981,49920
208491,183716
194648,276090
140640,3806
225727,63612
1771,280444
17720,254494
17199,29755
89514,251048
3334,186000
193698,149184
74367,93842
201209,312772
192549,93677
168330,282593
200253,85730
206111,211853
18863,312823
218433,282492
11625,211981
182961,139350
206625,281885
52115,38340
74170,281650
50185,314151
142676,94386
84815,317508
221835,279988
209204,252501
124052,89153
51018,49051
129891,277754
165417,145697
200343,232036
106770,63949
198295,39329
107500,88302
93155,181517
199372,225244
69860,180997
28968,276724
592,181248
166510,231384
206635,143380
52462,91022
80034,143149
51006,20231
26612,183582
151535,233117
113875,314327
184299,142609
16948,180531
86857,86585
184006,142752
218036,2966
112001,314402
150633,91268
232078,276338
98142,276352
92246,183254
171038,143126
132101,180498
158653,100994
161533,94481
239948,311951
188807,151705
27525,208601
14099,188750
27647,98059
79082,208827
142522,26149
77538,309419
167237,286245
185084,178742
87668,47371
28936,248738
165862,37435
31377,97649
84074,31841
86802,235727
26342,178598
142720,248306
90073,98929
47174,247586
227987,128994
69056,319787
209124,129216
188619,129444
221223,5422
195141,87458
9323,32303
200940,255573
124863,319669
227628,152199
62813,236323
118173,236252
151171,131396
78220,131772
106861,274184
17739,283122
133469,319250
55030,285696
228232,135432
172267,284507
23172,135666
187533,254790
62728,31581
11864,234851
136206,14330
129925,249532
50751,85265
34046,187061
61664,187038
61030,136337
9868,136419
176473,234518
49240,249573
62945,96242
15136,62436
2768,51955
89110,151051
226009,134887
37614,150874
6252,217976
175842,62318
113336,179235
162761,96671
146222,47535
214689,134947
190040,179237
132898,217856
78442,230373
50756,310748
151753,135297
231522,97494
88264,79264
104027,42543
104622,261872
59305,67423
152859,221895
237708,44965
124584,159088
189513,68804
42020,228132
9046,221151
42873,28128
231641,257591
138010,220705
13237,265178
170339,268867
175485,162613
108170,166250
75680,220916
53270,261876
49058,72080
59448,266391
42858,269567
21120,79000
113617,68322
80041,263439
21370,158784
148632,45554
21640,161435
164432,263382
143008,173661
197476,74886
129273,262356
36704,539
97992,228158
22815,68677
50255,170162
106678,268052
174567,262107
96583,1069
14733,268009
155426,323974
89597,168754
189770,171210
134642,158443
108916,168781
55768,168782
31072,158310
40604,165871
118970,160177
46889,266177
130523,28412
173249,266091
9570,160186
210270,175070
904,162344
219780,227308
119928,226713
189074,41645
124338,43590
60889,77099
190947,327520
82988,220850
226370,159458
169076,72745
64419,78025
101279,327892
203735,175300
219853,17454
115369,226377
76018,43233
64367,167224
116631,259274
226592,44769
213592,71664
133173,75892
139414,169474
236041,175582
149026,68463
101071,327951
181546,167817
189955,223771
74338,42236
191189,223262
36111,74918
7500,258884
31259,164596
236260,224472
76311,223759
183485,172246
182304,263304
204746,159230
423,89915
220659,298735
154827,261775
220559,27990
101502,153734
109212,260880
32943,252840
12531,2646
22884,172349
180634,199450
77456,165890
41756,306029
182160,30846
95433,154824
192608,294740
109316,127397
188206,60394
113334,248648
157418,271710
189757,100597
105386,93760
159695,56198
132683,13440
55071,244605
223532,215909
164332,279345
215477,124605
118640,24628
175603,156042
148714,112028
86260,217229
73054,192441
26362,2437
231222,143153
171549,194957
7988,295157
96734,43704
128898,12799
13787,248698
197806,58427
71713,244097
16755,204809
106857,98630
184620,85337
209205,144235
230591,89048
96592,108143
43809,31385
156328,98761
19501,267829
833,215104
101170,5988
170505,26098
99931,256370
121952,74677
103937,176400
5725,131357
87216,260491
90714,208584
213399,12028
20939,225673
212452,308973
33609,22256
169763,277518
122048,270972
85488,17208
23976,2213
155947,146127
218228,80869
60461,131675
35466,208578
17632,21031
204333,198200
85562,3071
161358,117227
153232,120856
231931,308195
140732,191746
208976,168997
83229,40624
138834,118566
194455,305403
179843,325848
227314,28108
134182,61971
7200,286438
230322,74048
193731,38018
202874,99176
66206,62309
10761,118409
215564,198600
82470,123370
89636,77155
134432,153821
122448,54448
47447,32035
35544,159327
83458,45308
68689,139440
5980,126460
226063,28019
180170,308139
163315,250754
137872,250692
222246,326012
190471,81993
67036,323532
70789,31736
175268,241018
163968,273712
199819,176221
33079,198731
122442,63942
48069,178277
196199,140886
200335,140925
219549,70774
204968,13860
73694,2980
89750,214220
58178,15231
179646,74318
81765,75357
114920,175991
37861,236957
73818,175875
91639,255093
9029,190365
55413,384
97842,293590
238493,205489
102299,219408
139090,249562
144180,255975
14633,189032
23323,129412
218918,130413
87377,147225
153456,264046
40371,293414
68379,76776
169231,320878
87311,21771
11307,209333
183191,196202
129331,34976
217195,136116
17143,67342
186029,311064
164156,141792
132778,125505
47176,28616
71487,11402
115221,102831
15548,274415
207979,289037
198225,155065
81570,26467
214863,179875
74343,103683
190323,327343
170691,288557
224780,210192
69310,17290
165355,163241
81849,145143
121179,207703
16790,302457
86482,27865
192912,113024
130159,251684
35390,278840
237677,311012
52631,177883
137049,174498
203192,233708
225876,145217
162079,196386
128639,118388
141385,183914
69576,324600
197855,108233
96241,182594
198891,288428
84706,122540
54648,6515
152075,132667
218024,208230
171108,9451
219318,40804
158781,190317
81916,207043
182827,99734
142826,66242
201667,154148
94257,171408
124102,137074
227342,81255
54061,318199
131356,200169
205487,281722
38600,195266
124824,32762
70883,148944
152480,175055
8127,302840
234305,165611
44916,162752
211921,4005
18750,262648
37120,260449
204053,290895
115487,102934
35846,155722
213654,28008
201254,169895
130643,143284
88947,216790
165450,167465
99797,120138
57956,219879
38266,211089
105662,96962
131408,125568
120872,193851
221261,176671
40206,238443
51801,173530
227584,169999
31738,291055
56454,208700
197627,85120
4047,96412
185877,123907
65230,71416
183978,300145
171631,217714
11760,5744
61531,127436
127162,283996
86194,24724
76597,86925
49743,133960
215467,124806
39021,70019
93537,193580
156188,37909
179072,312593
130284,108050
187729,135294
126558,289192
130140,28812
173446,135480
8122,263358
196080,147784
62310,18214
188873,99631
179384,126786
204265,307645
75332,64444
25878,167903
212372,248177
211633,328325
2799,124401
161716,112176
135369,294424
193726,170189
151814,220996
207990,31100
119093,166042
23292,13833
46000,185237
44306,10617
159381,196758
219439,265659
88968,163697
28000,305404
62521,131848
84988,12120
44904,64779
37957,159360
206573,16491
134965,3387
78662,238939
136523,201260
63328,120174
165456,234440
7616,10371
131595,16714
91365,17770
62802,170410
136255,219436
230062,228068
147902,117151
15126,80217
208506,180086
186875,300829
50786,138306
112002,264228
39207,70981
18077,313594
108751,146512
173796,291017
29087,224571
77223,48662
17142,272752
86755,10084
128423,71901
182884,221566
224111,144398
21264,187294
224858,263339
106722,287042
32510,85860
104479,290402
129238,43867
64374,263213
86902,294022
115228,227001
122855,116463
26486,31182
57184,185197
72508,112958
194702,82476
167314,242065
134490,110369
122417,95265
31967,214324
228782,86277
222718,250331
100046,117905
56631,77917
122608,283382
22723,40540
228506,160812
135277,147298
163311,33846
117771,134468
169476,272842
124311,27623
182610,278646
39447,80857
75111,269179
162233,20565
169822,162758
230913,290959
210799,36520
124086,115212
209381,214618
165947,762
51408,89557
107315,259104
32422,275382
128108,191050
174190,35768
62740,174254
121746,168012
34938,306835
60251,122769
171470,220012
121883,142812
30640,29206
47288,116635
63039,221731
42223,251445
71796,96695
13395,186288
236509,45654
153524,102680
148402,238381
16925,249180
208150,81424
235769,22581
227776,139812
136988,186009
37202,145808
7416,125597
59127,7388
214550,69661
182765,127611
134801,70612
94487,46763
67606,188101
135302,177527
154846,141933
106015,68885
148131,73184
68844,57046
235114,66199
113656,288437
42365,87991
37834,320917
71594,17960
113081,215826
144570,203131
126038,39743
26869,105206
4326,95191
101386,323679
67512,124805
169494,324997
86006,323508
89574,239905
237587,275476
52543,327932
9483,141337
51605,309530
82060,64502
156191,112384
92652,77875
95582,47882
145313,55171
62515,266754
72452,171532
211924,92233
86862,176163
121588,190579
170893,277599
119198,283226
95811,239243
209428,185567
77743,14287
87497,207337
197781,19434
164747,121405
232584,255370
176819,135367
157213,56226
104693,245825
233019,263504
37783,123153
48595,157089
169277,1447
127077,164766
149561,264540
4293,114075
125648,155314
120791,169899
199570,187652
150757,180299
236142,253738
208227,54335
199510,250767
129706,89312
195938,148223
168127,203547
171931,7420
151733,241742
102533,201981
78449,127250
197425,261382
116706,246557
19312,95069
72136,287162
47893,254076
100516,311829
186126,80
143986,262524
144893,156526
163444,209010
218173,177898
92914,1877
196703,102484
78067,30259
64006,51186
143798,118531
130423,216643
150532,16811
40087,201732
134063,269668
24375,6454
220848,308296
130530,275556
128552,190997
152991,116973
209273,95330
49471,229983
163767,52328
181808,211945
219976,67930
125792,294401
54431,291467
234485,22210
215612,297035
149513,148721
147472,108675
23398,209718
108791,291270
87394,42410
52193,203471
214827,314574
202511,242981
156333,306168
174058,252863
171373,291741
110967,89982
24723,304866
208156,84624
12530,262679
24768,186475
237502,2866
96089,189747
42785,175668
63228,55262
153993,35492
759,53414
184975,165727
45764,27198
224025,213382
155322,273435
18047,9779
99425,314059
100264,323000
104982,167612
4302,25180
233254,265428
73995,84183
70030,187815
220658,305120
188818,116413
41937,187514
84049,97601
121783,311220
58148,272938
37674,126255
172721,193751
223377,216220
148265,324273
130922,57601
234947,6936
194646,78352
216554,274750
163826,166278
15608,208454
199110,33867
28514,305083
170118,322995
82642,85026
121804,143843
220106,57087
51646,156504
196177,188011
209702,143419
82351,237875
27248,112294
189182,266661
15607,258039
15329,271209
62474,107830
151595,151889
149524,225407
155903,160409
201305,63066
232962,246040
139530,195327
14258,55019
54191,274545
79841,245010
167659,16907
133432,246873
93046,255858
22010,85884
122363,203098
98214,318443
173825,112573
118821,97116
201813,275435
207713,194915
226484,111475
87268,149469
112752,90820
180618,86599
185403,35766
164547,133916
47272,237537
108593,131945
205286,10849
231103,38531
144611,180868
114500,19124
162639,216194
166226,122036
132541,268299
4123,309118
75582,2972
72902,209342
19817,58541
141884,70562
174057,53143
233206,1407
129502,276881
80453,281835
165585,159918
187000,7748
31799,137867
90480,95000
4656,56253
222266,264666
65877,126538
174,95678
231329,240250
177397,321415
47831,273158
216265,151828
42288,161678
72087,203057
2942,195567
181978,259855
57750,273385
127741,179648
176857,168
66695,190553
7465,205913
213989,299321
194062,180032
110440,109773
88112,322690
26450,225501
128253,116116
24054,159270
38379,136579
102427,41480
92406,11439
165921,67508
114930,201907
170201,186630
216932,148577
130902,232301
18146,191982
137823,250116
94029,217349
65031,294256
29105,168121
109747,222184
228278,273824
238942,180181
187159,126608
125483,165635
51621,16523
235952,79163
180671,74109
83070,195589
44371,316995
52542,149934
216584,84619
92832,9693
57224,275071
150372,268346
71910,160493
36597,223256
222284,153010
32691,73861
6772,222386
40801,248364
57704,10524
133798,240349
99264,18047
37170,74050
193079,226947
10530,257809
104727,98030
71323,51090
166863,77470
36309,244552
107729,323870
171509,222384
85210,3774
167199,43100
209238,95219
16548,321414
138077,216280
160400,166384
221531,60702
86622,125367
124248,154020
124658,125715
3030,218791
113510,17990
216340,181828
117008,277792
192755,223865
13335,177816
231462,122749
189730,285244
173955,281231
227264,2093
198586,83068
61225,104798
53027,179622
239402,241136
211044,287493
115112,124096
51861,25091
135292,303848
205577,292062
76450,102853
170715,288511
143554,243746
109992,136030
233710,26580
99351,65413
168830,172005
4724,145659
2629,99468
182658,40156
38358,138278
105668,176848
87478,232231
26899,120875
239607,323006
162054,312021
3877,288323
138409,264397
86480,318502
73917,138182
124797,180517
62546,317637
31230,285547
173051,149021
41483,121165
92100,103423
165204,64468
9084,152218
181999,45825
187017,137010
113807,249166
25677,152552
15833,313332
50003,223760
127230,249436
83431,22638
108766,227327
80560,32934
176611,186862
231508,256362
74418,25537
111734,6337
129858,37891
126194,59312
45887,324508
121756,297574
117886,167251
102285,126755
30059,141309
80225,62734
161369,220219
174582,208041
76400,136726
231275,195614
47292,252532
69392,281907
4097,272180
151570,64678
88230,199520
161508,90242
38039,135261
219077,199738
156420,174638
103164,129234
228010,63386
221007,133206
6725,255169
52784,183978
161719,218508
85839,228907
185435,204911
14481,100028
212874,256373
117377,247400
150826,233606
10401,265671
112886,119478
102965,177755
38145,259643
218555,184633
123359,47653
10684,295214
210056,121648
35709,256084
197420,175111
212081,324699
122642,121572
161324,318419
199171,63561
183108,135200
35190,121159
98877,4409
2048,163463
222029,293372
116477,295524
111612,241100
98056,275774
122939,175670
155740,297845
43972,207286
1198,168256
160717,179427
72756,116437
80650,185232
33877,97523
67288,268902
217425,306366
223462,42091
174937,318970
43484,238155
184329,131720
105491,244395
171103,76693
67643,44975
58732,26290
178294,250484
165956,322185
204164,271795
29182,86633
195262,147398
2872,260719
237429,112396
185565,247613
123810,135338
217882,304750
154523,98398
77409,73874
33357,303136
165033,100626
6171,32961
167186,306360
43438,142224
106460,94712
16775,134955
155972,155683
117970,310629
49107,99493
105317,229452
237460,301869
104192,245977
80573,319600
230833,195952
90726,52891
217379,156568
196818,244595
70966,104108
228166,37305
21415,189785
184433,125785
212412,326768
39879,50706
27611,145015
184079,224364
219938,9934
200540,290256
207046,296122
125745,69887
171280,128397
2019,281086
130917,128529
219358,28468
152746,249488
102882,312071
213091,138527
69947,301089
64762,220334
126531,36066
144098,60853
133925,4575
109138,98449
212114,67495
110864,243684
176297,144123
181616,268226
25052,183651
112473,190868
227177,179267
226759,193165
101738,26005
215413,221850
168753,323291
10464,56704
95241,286112
184428,210662
121072,310820
40018,49141
188514,61032
43096,260165
197738,308632
81782,126398
134136,298884
92707,152823
206054,154401
170630,313749
105506,159396
70796,222072
39594,104019
234157,26888
53311,251103
77037,176173
20579,267024
94762,112867
1071,300092
213669,171876
198474,279126
34340,157304
150955,99564
234939,227479
225358,214924
136929,145616
194284,179176
22429,95509
115166,148488
91992,312258
177227,320844
206477,159366
173926,178982
190287,71841
181027,143157
174952,135412
141462,71381
129631,197600
221267,294648
85917,36395
181385,83133
204411,37827
78707,47704
231868,179370
224317,227283
75355,279910
196994,28115
140794,150558
162103,47842
199550,144946
95328,149561
171511,96064
220403,78498
185788,120562
206688,141509
182945,312038
45664,112528
6087,233258
67035,324572
62126,322458
108431,139128
12613,198985
233209,76928
86743,223939
193851,231253
79406,310655
219238,74634
166109,98528
137287,270201
46177,321096
217450,284072
175964,126221
41380,26814
116979,240105
50744,147508
50951,280483
216386,159304
24459,147029
34489,64409
198723,69796
108936,315080
84538,301463
88811,169198
224231,223421
119276,135851
120391,215214
216676,243260
224968,275833
117507,241718
21163,54103
147722,255960
195049,59173
94353,45337
116623,137161
191046,174338
184182,255625
229082,18536
194023,271598
183933,144100
30533,62783
90466,159546
5602,63819
79107,282656
218956,16036
144187,212796
155733,219391
76188,23575
167118,31081
189346,62709
55203,189020
10221,245892
223088,228455
60332,231098
88912,193781
234456,205705
24406,8399
24432,289636
64852,328846
101028,217439
238595,27455
117806,224192
97280,264919
20635,323988
42640,272504
235322,215367
170306,8212
178286,282060
228386,86645
159096,140990
138909,15926
85704,129179
38210,92148
232914,328837
226794,263123
